no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,lead_time,arrival_month,market_segment_type,repeated_guest,avg_price_per_room,no_of_special_requests,booking_status
1,0,1,3,0,0,3,12,1,0,71.8,0,0
2,0,1,1,0,0,6,2,1,0,81.0,0,0
3,0,0,2,1,0,2,12,1,0,109.61,1,0
1,0,0,3,1,0,93,10,1,0,113.4,3,0
2,0,2,5,1,0,38,8,0,0,85.0,0,0
1,0,0,2,1,1,7,12,2,1,67.0,2,0
2,0,0,3,1,0,14,2,0,0,87.0,0,0
3,0,0,2,1,0,53,5,1,0,159.3,3,0
2,0,1,0,1,0,90,4,1,0,105.3,1,0
2,0,1,2,1,0,39,3,0,0,40.67,0,0
1,0,1,0,1,0,24,9,1,0,108.0,1,0
1,0,0,2,1,0,86,9,0,0,87.5,0,0
2,0,2,1,1,0,0,9,0,0,136.0,1,0
1,0,1,0,1,1,30,11,2,1,67.0,0,0
2,0,1,1,1,0,61,10,0,0,72.24,1,0
1,0,2,3,1,0,63,4,1,0,73.3,0,0
2,0,0,1,0,0,131,7,1,0,103.5,1,0
2,0,1,0,1,0,3,1,0,0,94.0,0,0
2,0,0,4,1,0,15,8,1,0,139.0,1,0
1,0,0,2,2,0,39,8,0,0,87.0,0,0
2,0,0,2,0,0,35,10,1,0,109.0,2,0
2,0,0,4,1,0,92,10,0,0,70.0,0,0
2,0,0,5,1,0,150,8,1,0,114.66,1,0
2,0,0,3,1,0,37,10,0,0,105.0,0,0
1,0,0,1,1,0,3,7,2,0,67.0,0,0
1,0,0,1,1,0,14,11,0,0,99.0,0,0
2,0,0,2,0,0,93,7,1,0,94.5,1,0
2,0,2,1,1,0,49,3,0,0,44.67,0,0
1,0,0,2,1,0,22,9,1,0,133.0,1,0
2,0,0,3,1,0,42,2,1,0,80.3,1,0
2,0,0,1,0,0,4,8,0,0,87.2,0,0
2,1,0,1,1,0,101,7,1,0,121.5,3,0
2,0,1,3,1,0,45,9,1,0,99.18,0,0
1,0,0,1,0,1,3,4,1,0,128.0,0,0
2,0,1,2,1,0,56,11,0,0,75.0,0,0
1,0,2,1,0,0,8,10,1,0,85.35,1,0
2,0,1,1,1,0,28,4,1,0,114.0,1,0
2,0,0,1,1,0,10,9,0,0,85.0,1,0
2,0,1,2,1,0,207,12,0,0,161.67,0,0
1,0,0,1,1,0,0,6,3,0,95.0,0,0
2,0,0,2,2,0,38,6,1,0,141.68,1,0
2,0,1,0,1,0,6,8,1,0,145.0,2,0
2,0,2,2,1,0,134,12,0,0,65.0,0,0
1,0,0,1,1,0,2,12,2,1,79.0,1,0
2,0,1,3,1,0,11,11,1,0,126.69,1,0
2,0,1,1,1,1,37,2,1,0,81.55,1,0
2,2,2,3,2,0,48,10,0,0,186.52,0,0
2,0,2,2,1,0,124,7,1,0,99.45,1,0
2,0,0,4,1,0,22,12,0,0,43.5,0,0
1,0,0,2,1,0,12,6,0,0,90.0,1,0
2,0,0,2,1,0,29,5,0,0,111.5,1,0
1,0,1,1,1,0,16,9,0,0,65.45,0,0
2,0,0,2,1,0,1,3,4,1,0.0,1,0
2,0,2,1,1,0,257,10,1,0,106.2,3,0
2,0,1,3,1,0,41,9,0,0,118.96,2,0
2,0,1,2,0,0,4,6,1,0,94.36,1,0
2,0,0,3,1,0,12,8,2,0,65.0,0,0
2,0,0,2,1,0,47,4,1,0,105.3,1,0
1,0,2,1,2,0,23,1,0,0,87.0,0,0
1,0,0,1,1,0,75,6,2,1,65.0,0,0
2,0,0,2,1,0,27,9,0,0,108.0,0,0
3,0,1,3,1,0,67,10,1,0,151.2,2,0
2,0,2,1,1,0,216,8,1,0,96.3,2,0
1,0,2,5,0,0,124,5,1,0,87.95,0,0
2,0,2,3,1,0,359,10,0,0,78.0,1,0
1,0,1,3,1,1,5,10,1,0,135.0,0,0
1,0,1,2,1,0,0,6,0,0,110.0,0,0
2,0,1,3,1,0,123,4,1,0,93.08,0,0
2,0,0,1,1,0,70,10,0,0,85.0,0,0
1,0,0,2,0,0,73,12,1,0,79.2,1,0
2,0,1,2,1,0,70,4,1,0,96.3,1,0
2,0,0,2,2,0,39,8,0,0,101.5,0,0
2,0,1,0,0,0,114,12,1,0,79.2,1,0
2,0,1,3,1,0,14,8,1,0,90.0,1,0
2,0,0,3,1,0,160,12,0,0,70.0,0,0
2,1,0,2,1,0,22,11,1,0,109.1,3,0
1,0,2,3,1,0,41,10,1,0,105.0,2,0
2,0,0,1,0,0,94,12,1,0,79.2,1,0
2,0,0,1,0,0,4,10,1,0,140.0,2,0
2,0,2,0,1,0,2,4,1,0,101.0,1,0
2,0,2,2,1,0,112,3,0,0,58.0,1,0
2,0,2,2,0,0,45,5,1,0,116.1,1,0
1,0,3,6,1,0,78,7,1,0,128.8,1,0
2,1,1,2,1,0,30,10,1,0,118.2,1,0
2,0,0,1,1,0,3,2,1,0,93.0,0,0
2,0,0,3,1,0,143,8,0,0,100.0,0,0
2,0,1,1,1,0,7,3,1,0,103.0,1,0
4,0,0,3,1,0,109,12,1,0,182.18,1,0
2,0,2,5,1,0,8,10,1,0,75.81,1,0
3,0,2,1,1,0,22,12,0,0,109.0,0,0
2,0,2,1,1,0,104,5,1,0,126.9,1,0
1,0,1,2,1,0,4,10,3,0,110.0,0,0
2,1,0,2,1,0,52,12,1,0,148.91,2,0
2,2,0,1,1,0,9,10,0,0,174.25,0,0
1,0,0,2,1,0,14,10,0,0,100.0,0,0
1,0,0,3,1,0,335,10,0,0,80.0,0,0
2,0,2,1,1,0,172,9,0,0,90.95,1,0
1,0,0,1,1,0,53,10,0,0,120.0,0,0
3,0,1,5,1,0,85,8,1,0,165.3,0,0
1,0,0,2,1,0,119,4,1,0,90.9,0,0
1,0,0,1,1,0,22,11,2,0,62.0,1,0
2,0,2,0,1,0,243,6,1,0,95.58,1,0
3,0,1,2,1,0,102,5,0,0,105.0,1,0
2,0,1,3,1,0,107,6,1,0,86.72,1,0
2,0,2,1,1,0,41,3,2,0,85.67,0,0
2,0,0,1,1,0,43,10,1,0,0.0,0,0
2,0,2,0,1,0,30,9,1,0,109.1,1,0
2,1,0,2,1,0,7,11,1,0,86.12,2,0
1,0,0,2,2,0,102,10,0,0,87.0,0,0
2,0,1,0,1,0,84,8,1,0,117.9,1,0
2,0,0,2,1,1,1,4,1,0,125.0,1,0
2,0,1,0,1,1,6,12,1,0,105.25,0,0
2,0,0,2,0,0,68,3,1,0,67.5,1,0
2,0,0,3,1,0,144,12,1,0,72.25,2,0
2,0,2,2,1,0,8,11,1,0,104.5,1,0
2,0,1,2,1,0,290,6,0,0,72.0,0,0
2,0,1,2,0,0,6,12,1,0,126.0,0,0
2,0,1,1,1,0,15,5,1,0,141.0,1,0
2,2,0,1,1,0,0,8,1,0,174.0,1,0
2,0,0,4,1,0,112,8,0,0,92.65,2,0
1,0,1,2,0,0,24,11,1,0,137.83,1,0
1,0,0,3,1,0,16,3,2,0,76.0,0,0
2,0,2,1,2,0,150,1,0,0,101.0,0,0
2,0,0,1,0,0,1,4,1,0,129.0,0,0
1,0,0,1,1,0,0,4,4,1,0.0,1,0
1,0,1,2,1,0,6,5,2,0,99.2,0,0
1,0,0,1,1,0,1,8,1,0,115.0,0,0
2,1,0,2,1,0,12,6,1,0,156.0,3,0
1,0,2,4,2,0,0,11,1,0,113.33,0,0
2,0,2,1,1,0,97,4,1,0,102.3,0,0
2,0,0,1,1,0,3,9,1,0,143.0,1,0
2,0,0,3,1,0,177,6,0,0,72.25,1,0
1,0,1,3,1,0,12,10,2,0,95.0,0,0
2,1,1,1,1,0,64,11,0,0,75.0,1,0
1,0,2,3,1,0,34,10,1,0,90.9,2,0
1,0,0,3,1,0,19,5,1,0,120.12,2,0
2,0,2,1,1,0,31,5,1,0,114.9,1,0
3,0,1,1,1,0,105,12,1,0,95.37,1,0
2,0,0,5,1,0,10,3,1,0,160.0,0,0
3,0,0,1,1,0,1,5,1,0,197.0,0,0
2,0,0,2,1,0,9,9,1,0,128.5,1,0
2,0,2,3,0,0,28,10,1,0,103.4,2,0
2,0,1,2,1,0,78,8,1,0,115.68,1,0
1,0,1,0,1,0,24,9,1,0,108.0,1,0
2,0,2,3,1,1,74,4,1,0,121.2,2,0
2,0,0,1,0,1,92,10,1,0,117.0,2,0
2,0,0,1,1,0,56,6,0,0,120.0,0,0
2,0,0,2,0,0,50,5,0,0,85.0,0,0
3,0,1,1,1,0,45,6,0,0,122.4,0,0
2,0,0,3,1,0,92,11,0,0,49.07,1,0
2,2,2,1,1,0,89,4,1,0,162.3,0,0
1,0,0,2,1,0,8,3,0,0,56.0,0,0
2,0,0,1,1,0,18,11,1,0,80.85,1,0
2,0,1,4,1,0,7,1,0,0,48.4,0,0
2,0,0,5,1,0,129,8,1,0,124.2,2,0
2,0,2,0,1,0,35,4,1,0,118.8,1,0
2,0,1,2,1,0,56,11,0,0,75.0,0,0
2,0,0,2,1,0,0,9,2,1,110.0,1,0
2,0,2,3,1,0,171,8,0,0,72.25,2,0
2,0,0,2,0,0,140,8,1,0,112.5,1,0
2,0,2,1,1,0,142,5,1,0,114.3,0,0
2,0,2,2,1,0,50,10,1,0,126.0,2,0
2,0,0,1,1,0,39,12,0,0,65.0,1,0
2,0,0,4,1,0,42,11,1,0,73.37,1,0
1,0,0,2,1,0,22,8,2,0,65.0,0,0
1,0,1,4,1,0,150,7,2,0,106.0,0,0
2,0,1,3,1,0,93,12,1,0,72.25,2,0
2,0,1,1,0,0,53,10,1,0,108.0,1,0
2,1,1,3,2,0,29,4,1,0,163.46,2,0
2,0,1,2,0,0,109,8,1,0,107.1,1,0
1,0,2,5,1,0,8,11,0,0,62.57,0,0
2,0,0,4,1,0,47,5,1,0,92.28,1,0
1,1,0,1,0,0,4,8,1,0,93.56,0,0
2,0,1,1,1,0,0,12,1,0,73.0,1,0
1,0,0,2,1,0,164,10,0,0,100.0,0,0
2,0,0,2,2,0,39,8,0,0,101.5,0,0
2,0,2,1,1,0,221,10,0,0,65.0,0,0
2,0,0,2,0,0,1,10,1,0,149.0,1,0
2,0,0,1,1,0,82,12,1,0,93.6,1,0
2,0,2,5,1,0,18,1,1,0,97.0,0,0
2,0,0,3,1,0,44,2,0,0,75.0,0,0
2,0,0,2,0,0,23,11,1,0,88.0,2,0
2,0,0,3,0,0,88,12,1,0,79.2,1,0
2,0,0,4,1,0,123,5,1,0,71.6,0,0
2,0,0,1,2,0,72,9,0,0,108.0,0,0
2,0,0,3,1,0,37,10,0,0,105.0,0,0
2,0,1,2,1,0,101,10,1,0,100.2,4,0
2,0,2,3,1,0,304,8,1,0,65.6,1,0
2,0,0,2,0,0,18,4,1,0,119.0,1,0
2,0,2,1,1,0,19,2,1,0,82.8,2,0
2,0,0,2,0,0,17,10,1,0,135.0,1,0
2,0,2,2,1,0,46,10,0,0,85.5,0,0
2,0,0,5,0,0,222,12,1,0,70.55,2,0
2,0,0,1,1,0,13,6,1,0,91.0,0,0
2,0,2,4,0,0,79,6,1,0,120.6,0,0
2,0,0,1,1,0,1,8,1,0,151.0,1,0
1,0,0,1,1,0,8,2,2,0,80.0,0,0
2,0,2,3,1,0,231,12,1,0,63.75,1,0
2,0,2,3,1,0,166,8,1,0,99.45,1,0
2,0,1,3,1,0,107,4,1,0,65.49,0,0
1,0,1,0,0,0,23,10,1,0,114.0,1,0
2,0,0,3,1,0,68,10,1,0,132.3,2,0
2,0,2,1,1,0,73,4,1,0,115.8,1,0
1,0,2,1,1,0,44,4,0,0,85.0,0,0
2,0,0,3,1,0,15,12,0,0,47.33,1,0
2,0,2,1,0,0,140,6,1,0,109.2,2,0
2,0,2,3,1,0,136,4,1,0,102.85,0,0
2,0,2,3,1,0,10,9,1,0,122.0,2,0
2,0,0,2,1,0,27,9,1,0,124.0,2,0
2,2,0,1,1,0,17,9,1,0,224.1,2,0
0,2,0,3,1,0,113,3,1,0,78.0,1,0
2,0,2,5,0,0,35,12,1,0,74.8,2,0
3,0,2,1,1,0,62,4,1,0,137.7,2,0
2,0,1,0,1,0,44,6,1,0,99.1,1,0
1,0,1,2,1,0,41,10,1,0,96.9,2,0
1,0,2,5,1,0,0,11,2,0,95.67,1,0
2,0,1,5,1,0,5,8,1,0,90.0,1,0
2,0,1,2,1,0,6,8,1,0,90.0,0,0
2,0,2,2,0,0,3,2,1,0,81.0,0,0
2,0,2,2,1,0,11,9,1,0,94.6,0,0
2,0,1,1,2,0,88,10,0,0,112.2,0,0
2,1,1,0,1,0,137,8,1,0,121.5,2,0
2,0,0,2,0,0,18,3,0,0,79.0,0,0
2,0,0,1,1,0,56,6,0,0,120.0,0,0
2,0,0,1,1,0,26,6,0,0,120.0,0,0
1,0,0,3,1,0,71,6,0,0,120.0,0,0
1,0,0,3,1,1,19,6,1,0,130.67,1,0
2,0,2,1,0,0,67,11,1,0,79.2,2,0
1,0,0,1,1,1,2,1,4,0,0.0,0,0
1,0,0,1,1,0,99,2,2,0,80.0,0,0
1,0,0,1,1,0,84,9,2,0,65.0,0,0
2,0,0,2,1,0,68,9,0,0,65.0,0,0
2,0,2,3,2,0,2,6,0,0,122.75,0,0
1,0,1,2,1,0,26,10,0,0,77.0,0,0
1,0,1,0,1,0,4,4,1,0,0.0,2,0
1,0,1,2,1,0,37,4,1,0,121.5,1,0
1,0,0,3,1,0,37,10,0,0,95.0,0,0
2,0,1,4,1,1,83,8,1,0,85.5,1,0
2,0,2,0,1,0,52,7,1,0,149.4,1,0
1,0,0,2,1,0,32,11,0,0,73.0,0,0
2,0,1,1,2,0,88,10,0,0,112.2,0,0
2,0,0,3,1,0,41,3,1,0,117.6,0,0
1,0,0,3,2,0,13,4,0,0,73.0,0,0
2,0,0,1,1,0,39,12,0,0,65.0,1,0
2,0,2,1,1,0,24,10,0,0,85.0,1,0
1,0,0,1,1,0,28,4,2,0,90.0,1,0
2,1,0,1,0,0,0,8,1,0,97.0,0,0
2,0,2,2,0,0,1,8,1,0,89.0,1,0
1,0,0,2,1,0,164,10,0,0,100.0,0,0
2,0,2,4,1,0,152,6,0,0,80.75,0,0
2,0,0,1,1,0,41,6,0,0,171.2,0,0
1,0,0,1,1,0,22,11,2,0,62.0,0,0
2,0,2,2,1,0,12,12,0,0,58.0,1,0
2,1,0,1,1,0,118,8,1,0,114.3,1,0
2,0,1,3,0,0,17,12,1,0,102.0,1,0
2,0,0,1,0,0,34,10,1,0,86.4,2,0
2,0,2,1,1,0,11,10,1,0,140.0,2,0
1,1,1,3,1,0,173,7,1,0,65.49,1,0
3,0,0,3,1,0,120,7,1,0,140.7,0,0
2,0,0,1,1,0,0,6,1,0,111.0,1,0
2,0,0,3,1,0,13,2,0,0,87.0,1,0
2,0,0,4,1,1,54,11,1,0,97.4,1,0
2,0,0,3,0,0,2,1,1,0,84.0,1,0
2,0,2,4,1,0,49,3,1,0,106.25,1,0
2,0,1,2,1,0,77,10,1,0,132.3,3,0
1,0,1,1,1,0,8,11,1,0,103.0,1,0
2,0,0,1,0,0,0,9,1,0,96.67,0,0
1,0,0,2,1,0,56,12,1,0,79.0,1,0
2,0,2,3,1,0,170,4,0,0,78.0,0,0
2,0,2,0,0,0,30,12,1,0,88.0,2,0
2,0,2,2,1,0,141,5,1,0,104.55,1,0
2,0,1,1,1,0,59,9,1,0,135.9,0,0
2,0,0,4,0,0,12,2,1,0,81.0,0,0
2,0,0,1,1,0,0,10,1,0,104.72,1,0
2,0,0,2,0,1,5,12,1,0,72.75,1,0
2,0,0,1,0,0,1,7,1,0,139.0,1,0
3,0,0,4,1,0,24,11,0,0,60.75,1,0
2,0,0,1,0,0,1,3,1,0,97.0,1,0
1,1,1,4,2,0,34,10,0,0,102.74,0,0
1,0,0,3,1,0,4,10,2,1,65.0,1,0
2,0,0,1,0,0,6,2,1,0,80.0,1,0
2,0,1,3,1,0,37,3,1,0,83.9,1,0
2,0,0,1,1,0,3,1,1,1,83.9,1,0
2,0,0,5,1,0,140,12,0,0,70.0,0,0
2,0,1,0,1,1,65,12,2,1,87.0,0,0
2,0,2,5,1,0,38,3,1,0,81.9,1,0
2,0,1,1,1,1,30,8,1,0,122.85,1,0
2,0,0,1,0,0,63,6,1,0,109.0,1,0
1,0,1,2,1,0,45,11,1,0,143.28,0,0
1,0,0,2,2,0,265,6,0,0,90.0,0,0
2,1,0,3,1,0,90,7,1,0,130.5,1,0
2,0,0,4,1,0,72,12,1,0,110.8,1,0
2,0,0,3,1,0,10,5,1,0,111.35,1,0
1,0,0,1,1,0,0,7,4,0,0.0,0,0
1,0,0,2,1,0,1,9,0,1,98.1,0,0
2,1,2,1,1,0,10,12,1,0,79.39,1,0
2,0,0,3,1,0,18,9,1,0,12.0,2,0
2,0,1,0,0,1,1,6,1,0,88.0,1,0
2,0,0,2,2,0,74,9,0,0,109.0,0,0
2,0,1,3,1,0,12,10,2,0,100.0,0,0
3,0,1,3,1,0,57,10,1,0,158.4,1,0
1,0,2,1,1,0,18,2,1,0,81.8,1,0
2,0,2,2,1,0,95,7,0,0,79.56,0,0
2,0,1,3,0,0,129,4,1,0,80.75,1,0
3,0,0,3,1,0,3,5,1,0,137.33,1,0
2,0,1,2,1,0,66,10,0,0,75.0,0,0
1,0,0,3,1,0,71,6,0,0,120.0,0,0
2,0,1,2,1,0,124,8,1,0,105.3,1,0
3,0,1,2,1,0,150,7,0,0,96.9,0,0
2,2,0,3,1,0,33,3,1,0,182.85,1,0
2,0,0,1,1,0,102,6,1,0,140.4,0,0
2,0,1,3,2,1,52,9,1,0,166.5,2,0
1,0,1,3,1,0,13,10,2,0,109.0,0,0
2,0,1,1,1,0,180,5,0,0,100.0,1,0
2,0,0,2,1,0,16,7,1,0,166.0,2,0
2,0,0,2,0,0,18,2,1,0,88.0,0,0
2,0,1,3,1,0,11,12,1,0,97.4,0,0
1,0,0,2,1,0,3,11,3,0,95.0,0,0
2,0,0,1,1,0,18,3,1,0,95.48,1,0
2,0,0,2,0,0,142,7,1,0,85.5,1,0
1,0,0,1,1,0,6,12,1,0,81.0,1,0
2,0,0,2,2,0,39,8,0,0,101.5,0,0
2,0,0,3,1,0,60,11,0,0,75.0,0,0
2,0,1,1,1,0,18,9,1,0,80.85,1,0
2,2,4,7,1,0,79,10,1,0,172.23,1,0
2,0,2,4,1,0,9,1,1,0,83.0,1,0
3,0,1,0,1,0,49,7,1,0,168.3,2,0
2,0,0,1,1,0,10,11,1,0,82.39,1,0
1,0,1,2,1,0,118,6,0,0,110.0,0,0
2,0,0,2,1,0,35,6,1,0,113.4,1,0
0,2,0,2,1,0,130,10,1,0,110.7,1,0
1,0,1,0,1,0,4,9,1,0,120.0,3,0
2,0,2,1,1,0,21,3,1,0,112.0,1,0
2,0,1,3,1,0,60,10,0,0,65.0,1,0
2,0,2,2,1,0,20,11,1,0,90.65,1,0
2,0,2,5,0,0,107,12,1,0,76.69,1,0
1,0,0,3,1,0,37,10,0,0,95.0,0,0
2,0,2,2,0,0,4,11,1,0,87.63,1,0
2,0,0,1,0,0,51,7,1,0,94.5,0,0
2,0,0,3,1,0,19,10,0,1,90.0,0,0
1,0,0,3,2,0,88,5,0,0,96.0,0,0
2,0,0,3,1,0,3,10,1,0,175.56,1,0
2,0,2,1,1,0,34,1,0,0,48.67,0,0
2,0,0,3,1,0,105,10,0,0,75.0,0,0
1,0,1,2,1,0,219,9,0,0,76.67,0,0
2,1,2,3,1,0,14,3,1,0,146.2,2,0
2,0,2,5,1,0,53,11,1,0,97.87,4,0
1,0,0,3,1,0,71,6,0,0,120.0,0,0
2,0,2,3,1,0,104,5,0,0,80.75,0,0
2,2,0,1,0,0,54,10,1,0,139.5,2,0
2,0,0,3,1,0,136,8,1,0,105.3,1,0
2,0,0,2,1,0,99,3,1,0,89.3,1,0
2,0,1,3,1,0,29,7,1,0,130.68,1,0
2,0,0,1,1,0,5,10,1,0,0.0,0,0
2,0,0,2,1,0,2,6,1,0,136.0,1,0
2,0,1,5,1,0,126,5,1,0,111.35,1,0
1,0,1,0,1,0,3,8,4,0,0.0,1,0
2,0,0,2,1,0,16,11,0,0,55.0,0,0
1,0,0,1,1,0,2,3,0,0,82.4,0,0
2,2,2,2,1,0,0,3,1,0,78.42,1,0
1,0,0,1,1,0,99,6,0,0,90.95,0,0
2,0,0,3,1,0,41,4,1,0,120.0,1,0
2,0,1,4,1,0,37,2,1,0,80.3,1,0
2,0,1,0,0,0,0,5,1,0,68.53,1,0
1,0,0,3,1,0,67,5,1,0,140.4,1,0
1,0,0,4,1,0,13,2,2,0,86.0,0,0
1,0,0,2,2,0,256,6,0,0,90.0,0,0
2,0,2,0,1,0,2,5,1,0,118.0,1,0
3,0,0,1,1,0,58,12,1,0,138.6,2,0
2,0,2,2,1,1,34,9,1,0,94.5,2,0
1,0,0,1,1,0,1,1,0,0,46.0,0,0
2,0,0,2,2,0,80,10,0,0,136.0,0,0
1,0,0,1,1,0,1,2,0,1,45.0,2,0
3,0,1,1,1,0,28,10,1,0,121.47,0,0
2,0,0,1,0,0,58,6,1,0,116.1,1,0
2,1,1,0,1,0,25,7,1,0,186.5,2,0
2,0,2,0,1,0,34,10,1,0,138.0,1,0
2,0,0,2,1,0,7,2,4,0,0.0,2,0
2,0,1,3,0,0,43,10,1,0,99.0,2,0
2,0,0,3,1,0,109,9,1,0,149.4,2,0
2,0,2,1,1,0,130,7,1,0,105.3,0,0
1,0,0,1,1,0,2,4,1,0,116.0,0,0
1,0,0,2,2,0,39,8,0,0,87.0,0,0
2,0,0,2,1,0,28,9,1,0,154.0,2,0
2,0,2,2,1,0,28,2,1,0,84.65,0,0
1,0,0,2,1,0,2,12,2,1,65.0,1,0
2,0,0,3,1,0,160,12,0,0,70.67,0,0
2,0,0,1,1,0,0,6,1,0,120.0,0,0
2,1,1,3,0,0,30,7,0,0,88.56,1,0
2,0,2,2,1,0,8,12,0,0,52.0,1,0
1,0,0,1,1,0,1,7,2,0,84.0,0,0
3,0,0,4,1,0,42,8,1,0,142.2,2,0
1,0,2,5,1,0,13,12,0,0,40.0,0,0
1,0,0,1,1,0,53,10,0,0,120.0,0,0
2,1,0,4,1,0,66,11,1,0,81.9,3,0
3,0,1,1,1,0,267,12,1,0,121.5,0,0
2,0,0,5,1,0,45,9,1,0,82.98,0,0
2,0,0,2,1,0,15,1,1,0,80.3,1,0
1,0,0,2,1,0,164,10,0,0,100.0,0,0
2,1,1,0,1,0,2,2,1,0,109.0,1,0
2,0,1,2,1,0,40,10,0,0,85.0,0,0
2,0,2,1,1,0,99,12,0,0,141.67,3,0
1,0,0,2,1,0,7,12,1,0,111.0,1,0
1,0,1,0,1,1,37,3,2,1,67.0,0,0
2,0,0,2,1,0,7,9,1,0,152.0,2,0
2,0,0,3,1,0,24,12,1,0,94.93,0,0
2,0,0,1,1,0,1,1,1,0,93.0,0,0
1,0,0,2,1,0,164,10,0,0,100.0,0,0
2,0,0,4,1,0,177,8,1,0,93.08,1,0
1,0,2,2,1,0,64,3,1,0,93.5,0,0
1,0,0,2,2,0,257,7,0,0,80.0,0,0
2,0,1,2,1,0,338,10,0,0,90.67,1,0
2,2,0,2,1,0,28,9,1,0,231.0,1,0
2,0,2,5,1,0,79,11,1,0,91.2,2,0
2,0,2,1,1,0,118,6,1,0,140.4,1,0
2,0,2,4,1,0,91,4,1,0,83.87,1,0
2,0,0,3,1,0,143,8,0,0,100.0,0,0
2,0,0,2,1,0,0,8,1,0,90.0,1,0
2,0,2,2,1,0,108,4,1,0,75.76,0,0
2,0,1,0,0,0,12,7,1,0,139.0,0,0
1,0,0,1,2,0,0,3,4,1,0.0,1,0
2,0,2,5,1,0,67,9,1,0,127.8,1,0
2,0,0,3,1,0,12,8,2,0,65.0,0,0
2,0,1,3,0,1,49,12,1,0,83.8,2,0
2,0,0,1,1,0,62,9,0,0,71.4,0,0
2,0,0,1,0,0,4,4,1,0,99.0,1,0
3,0,0,2,1,0,66,8,1,0,168.3,2,0
1,0,0,1,1,0,5,10,1,0,0.0,0,0
1,0,0,1,1,0,12,11,1,0,80.8,0,0
2,0,0,2,2,0,102,10,0,0,109.0,0,0
2,2,0,3,1,0,2,9,1,0,174.0,1,0
1,0,0,1,1,0,7,3,1,0,86.0,1,0
1,0,2,2,1,0,2,5,0,0,66.88,0,0
1,0,0,1,1,0,36,10,1,0,102.6,2,0
2,0,4,5,1,0,62,9,1,0,131.51,3,0
1,0,0,0,1,0,42,11,1,0,0.0,0,0
2,0,2,2,1,0,147,7,1,0,103.7,2,0
1,0,0,1,1,0,15,4,1,0,109.34,1,0
2,0,0,2,2,0,74,9,0,0,101.5,0,0
2,0,0,5,1,0,129,8,1,0,83.61,2,0
2,0,2,3,1,0,148,5,1,0,99.45,0,0
1,0,0,3,1,0,8,9,2,0,65.0,0,0
2,0,0,2,2,0,39,8,0,0,109.0,0,0
2,0,0,3,2,0,71,5,0,0,126.0,1,0
2,0,0,1,1,0,2,5,1,0,161.0,1,0
2,0,2,2,0,0,148,4,1,0,80.75,1,0
2,0,2,2,1,0,72,11,1,0,70.72,0,0
2,0,1,0,1,0,17,12,1,0,97.0,2,0
2,0,0,1,1,0,39,12,0,0,65.0,0,0
2,0,0,1,1,0,83,7,1,0,105.3,1,0
2,0,2,3,1,0,147,9,1,0,143.1,2,0
2,0,2,2,1,1,15,12,1,0,113.5,1,0
2,0,1,0,0,0,21,11,1,0,100.0,2,0
2,0,0,3,1,0,7,5,0,0,144.0,0,0
3,0,0,2,1,0,72,4,1,0,137.7,2,0
2,0,2,4,1,0,1,2,1,0,106.0,1,0
2,0,1,1,1,0,15,12,1,0,107.5,0,0
2,0,1,2,1,0,57,6,0,0,90.67,1,0
2,0,1,4,1,0,111,4,1,0,76.97,0,0
2,0,1,0,1,0,151,6,0,0,200.0,0,1
1,0,0,2,1,0,188,6,0,0,130.0,0,1
2,0,0,1,1,0,90,8,1,0,135.9,0,1
2,0,0,4,0,0,135,7,1,0,89.25,0,1
2,0,2,2,1,0,65,7,1,0,105.3,0,1
2,0,0,4,1,0,73,7,1,0,68.0,0,1
1,0,2,2,1,0,119,8,1,0,144.45,0,1
2,0,2,3,1,1,156,8,1,0,115.25,1,1
2,0,1,2,1,0,273,5,0,0,95.0,0,1
1,0,2,4,1,0,69,6,0,0,120.0,0,1
2,0,1,1,1,0,104,7,1,0,105.3,0,1
1,0,0,2,1,0,103,4,0,0,115.0,0,1
2,0,2,2,1,0,81,5,1,0,119.85,0,1
2,0,1,1,1,0,19,9,0,0,48.0,0,1
2,0,1,2,1,0,305,11,0,0,89.0,0,1
2,0,0,1,1,0,147,8,1,0,114.3,1,1
2,0,0,2,0,0,29,11,1,0,88.0,1,1
2,0,0,2,1,0,94,8,1,0,117.9,0,1
3,0,1,3,1,0,27,7,1,0,182.33,0,1
2,0,1,1,1,0,48,8,1,0,149.4,1,1
2,0,0,1,2,0,219,9,0,0,108.0,0,1
2,0,0,1,0,0,70,7,1,0,107.1,0,1
2,0,1,0,0,0,4,10,1,0,140.0,0,1
2,0,2,3,2,0,14,8,1,0,178.8,0,1
2,0,0,2,2,0,265,6,0,0,115.0,1,1
2,0,3,5,1,0,160,7,1,0,71.6,0,1
2,0,1,5,1,0,255,9,1,0,100.3,0,1
2,0,2,2,1,0,159,5,1,0,114.75,1,1
2,0,2,5,1,0,101,7,1,0,114.3,0,1
2,0,1,0,1,0,80,4,1,0,96.3,0,1
1,0,1,0,0,0,131,10,1,0,108.0,0,1
2,0,1,5,1,0,349,10,0,0,90.0,0,1
2,0,0,3,1,0,183,9,0,0,110.0,1,1
1,0,1,2,1,0,177,7,1,0,77.03,0,1
2,0,0,2,2,0,320,8,0,0,115.0,1,1
1,0,2,1,1,0,1,2,0,0,60.0,0,1
2,0,2,4,0,0,91,4,1,0,81.25,1,1
